account_address,EXPR_1,EXPR_2
0xa10fca31a2cb432c9ac976779dc947cfdb003ef0,402235.1821338544,6802
0x000000000755567f4924bf483bdf5a53ebc8ef64,400130.4667730346,12487
0x00000000000062f06c7007906b2a4034fa5c4818,399414.75166683376,4009
0x0000000000a8fb09af944ab3baf7a9b3e1ab29d8,389065.2033566477,32468
0x595f2a9f5f4db2f858ea56abe5e2b3516f3233a9,370004.596706444,2863
0x07b9b7d3354fea8f651e39e97aabdfac4176da58,353660.0082127494,184
0x0000000000009480cded7b47d438e73edf0f67e5,348091.7327527471,1775
0xeab4e9ab4349a6cce9debb0e520568c0e70f28a9,332836.5207692326,3903
0x00000000e84f2bbdfb129ed6e495c7f879f3e634,314379.5629349922,2490
0x0000000000884a0e1fb44f9e24fa3bdb19514fae,313726.2530392787,11142
0x5144aca278867ab6c04455464d8f6a2607e3c075,300618.15964810445,27144
0x07197a25bf7297c2c41dd09a79160d05b6232bcf,291146.0792242381,810
0xb534f99a38cba55696a6bb910626cafddcacd0df,284745.4198081811,3759
0x5a48ae20173382884929dd5e130ed9b81931ea88,281451.4648603736,7130
0x0e09142e36e6dc1d2bb339e02b95bb624f0673c2,274382.28833243274,870
0x000000002605006ff4ad30ac969f0726821ebd7c,274236.29801212484,31022
0x6cf0b17465446c2a1d503c24ca56b4d73147be35,260530.7884493722,4750
0xd02c260f54997146c9028b2ac7144b11ce4c20a6,259446.67334973605,2546
0xd0ca12e5d73c5780c0ec7410b4b8f0820457979e,256458.000892751,3349
0x0000fee6275dab194ab538a01dd8b18b02b20000,256125.54439422966,1134
0xa6c4df081e5d6f08fff0791fc4e680c2f11d07b4,255446.5484223913,111
0x00000000116579a5ba59e2f22e77ede26809b970,255324.1490008346,9627
0x92498f5a2878a2d7d6f29ccdba5b52273b29a2d9,249875.91958334824,3385
0x520d18f8d73f5a6a961dc42834b9291e73731030,238164.54803085272,3863
0x3c653f8fed7b0f51c1cadf46e7c798b476ca8d3a,236721.53891280637,17973
0xceccac62b0b55a61889bb2f2d9e01d59c159881a,233826.781660473,10828
0x000000000025d4386f7fb58984cbe110aee3a4c4,233734.80405683236,12742
0x30ec72f98e82f57da2565300000000004b2d83ab,231528.72967388184,12055
0x9762b1d716bb97735905996e013d61c140722249,223114.34725762447,2898
0x0a8e31bb5d8f5b3ff2168a68ebddd095c663fdf3,220208.56510480703,190
0x2e03cc594fb9645650c03ecaec3d6af4e72b3c67,219630.80515985895,395
0xa75e01cb373577af9ad8891bdef371ca8349444d,218215.0141273378,296
0x1c073d5045b1abb6924d5f0f8b2f667b1653a4c3,214994.91680452638,1714
0xfa2ea19de0c5ed9d3e1e05325a9983f8ef570459,213739.50893192843,2746
0xe1146f42d505c74f9dd9a1fb36f801b5cd1a495b,206649.56637972084,200
0x728bbe9bbee3af78ad611315076621865950b344,198231.73091167308,11
0x00000000fea1fab3ce021f3bedd21a94d0ba190c,182372.01101228897,1054
0x954963674c9550ac8edb6d3a04eb99d133791052,181629.72421291837,2290
0x000000000075a43abafc7c8ac407c6ce74f3cc28,181145.03843565646,16204
0xb022ad182adb8f27620c0670dd7a74838f5180c8,177651.9029934998,139
0x7b2ef92fdecdf4a156365eb78c9e92b44588fe84,175370.84475672344,3318
0x23c8030cb6e7e9f190f79591a39cc928c55d650f,173457.1954024627,15701
0x000000000a2daefe11b26dcdaecde7d33ad03e9d,172090.77548731043,26303
0x000000000029f5c1eee7c85c30c0e40197fbec9b,166892.74830091413,1700
0x81a797a3f26a24a70264c19cbcda4b66f999cf06,163865.7962327173,4709
0x000000000085359dbc0eb45911e5f3f7a532a07e,157926.6159018633,2995
0x887c868638052ded86bb07fe53da745692621995,156704.75683660756,1153
0xc00d1fe4c3db287b0a1ee1aa5b7435b4ad09a339,153939.98502244288,9200
0xafa62ccbbcdbeaa5450d7013c9e13824f9ea781e,151873.95112529595,2937
0x5dc60bc57d7846eeb5c046345950c69224c83b6e,151824.6894975712,1379
0x850e8f0e5b83750b1881bf5b50d37f1c73f4aeaf,148584.97918424287,788
0x7777777580290cede6e2121b846023fa1a1e4978,148444.06943301825,10094
0xdf40c333f87cc4db4c210f7114d9c29d178d67f0,148429.85761179586,718
0x3930f8809fd21dc3ec725a92f16d5468ebf27e88,148020.52206444464,3810
0x3d0086d7db9b7e7b599b6161876ec1e10fe6647c,146625.87902801466,71
0x8698d9d5ea99809c00426484a80be2add4e54581,144619.13907529536,13009
0x73fe72f0646795fed399754c6967fbfc510cf804,143863.30431685146,2350
0x01a1527a5127f721a4c9ff955c93f6faef2f6deb,143266.13531192686,11018
0x666f80a198412bcb987c430831b57ad61facb666,141284.97207614727,212
0x8e4aacdba75fe05c94836f95b011151df5bbd603,140439.98978495126,376
0x55eb58655f8202ff839487886fedba2a1eb7b2d7,140424.1750894032,8057
0xc3d9fc56c725c524d5228c7db062ec4526d8648a,139595.3864091703,2175
0x62532974f5b669a0b0a268b9ed26cd462f25f34b,138785.9959513634,1880
0x18c09bd6f4a5d72e55f332399cc2f6d1c02a7382,138096.9515099109,8707
0xf6765a4669c3e7bca52a81eaec10e21caedf1268,135853.8277979027,644
0x00000000b2ff98680adaf8a3e382176bbfc34c8f,129572.32714959065,846
0x5e6732d6416d3f3a6574b61ef1c81316cf8d9287,129301.15153383375,16928
0x00000000000123685885532dcb685c442dc83126,126897.80178982703,3571
0x506c0a32be695c79c6963206239a121f1498a70d,122633.48089844048,25
0x0300ff005a23c9370037e70000e0000f8ad210ae,121204.42428726102,617
0xa1006d0051a35b0000f961a8000000009ea8d2db,120013.72435797409,13979
0x4024fe8187f0f31e72914a7d5014b29a88f07747,120005.33250976099,8777
0x1ea67cd6da0fea19d270be6b8bfa44b5ada81fcd,119988.50825078272,327
0x5d89a45c63ae3e7c3575d930dcd65be846b80365,118958.26425710453,1186
0x7ee8ab2a8d890c000acc87bf6e22e2ad383e23ce,116788.65525165522,2193
0x3daee2de835b6542b4a7fa617bfb18300cea3435,114818.94627623758,589
0x661c650c8bfcde6d842f465b3d69ed008638d614,113400.24116763884,14524
0x693c188e40f760ecf00d2946ef45260b84fbc43e,112237.43738251101,7471
0x000000000000def7d243dec5c1ab64be386c3cd5,110431.79980708935,356
0xec001d0000004536cad29291f4000000d029abb2,109866.3068482953,9091
0x238b3e8933284bdc575ed85871f9fedb034e0f39,107098.79282669621,101
0x006b8f5000d400d0d00070c605350000ab71c80d,105209.81823429666,1087
0x5c00aa8da33ddd5c92e555600383a434f1d284fa,100034.69326124703,7663
0x7da20beeb68f40181418c5e58127ee4e7cd12f62,98092.49777298544,2744
0xd1c300000000b961df238700ef00600097000049,97689.87208475741,7172
0x53be2d32b2bb522db679bd9631c3c32861707ce3,96584.53045997134,1261
0xdd4d3ed43e53185f4dbc467151ab2cb3142def52,96369.09910191459,1842
0x65003947dc16956afc4400008606001500940000,95750.67663802218,2657
0x71bf39d8446f81302854258c3f46675fe7ca1849,95108.01021323609,53
0xefb3eac530f5eecbc99d189e0c0074cffa82187e,94612.7139315764,7935
0xf9443faa5749a8180fb063613d5bfc58724a0656,94172.97216732382,520
0x0000000000d41c96294ccdac8612bdfe29c641af,93794.99547769422,6063
0x7613d607f1c189f70ee4bac830de6579704eae6e,93402.56739585227,186
0x80d4230c0a68fc59cb264329d3a717fcaa472a13,92826.15876880252,746
0xfecd95438a950acaad9efd48ec93628855dbd5e5,86348.01244584938,145
0x8a3960472b3d63894b68df3f10f58f11828d6fd9,85726.98534962662,220
0x90fdef0b058be8376c62bf84a224266387541e43,83637.38557094152,1798
0xc92f9232362073eda9da9e5e6af0dabbd3783d6f,82399.67738303164,96
0x114702cd1fd3940f0f74d7ce12e7fb0865b3cde4,80868.39204095553,116
0x0001005071007b00cf908145cbde238724005200,80593.5807075259,438
0x4a47615f0b239063992dddbee6844033c172f2b6,80476.30727352013,367
0xe66d8010a11612b0ffb435285e0ce4a6971904d7,79625.10010651727,5163
0xcc3167d9eb2c195118422c60deeb57393e717fa3,79530.39160879675,187
0xfb23cd1617a4d8d2523657f47e693cc7029e799c,77557.65525434741,4320
0x60a1d9d5f6346aae41a18b08dcd0be48a74a3021,77503.28707452308,2460
0x115a56d143894cea3373c79f84617cf9d221eef1,76191.68745564441,68
0x0000000000c9b1dde987a6abe20a2af8d9e636d9,75312.26857962024,8298
0xdb7a53e6ae058e1dcf4502341e2adfa522e2b29f,74764.93885875924,5735
0xa1da98d960d337986c5f6d83d44188f379e030fd,73666.29944982959,80
0xff26d7d5710b916b62c8317c9228c06a38446203,71792.3468428829,5108
0xdf388f1155e621e21764988289def81da92f3284,71051.27730095752,89
0xa55bcbcde8ca219e667c21bd7472abacb1a5fae5,63683.98425086705,741
0x0000007253c7b66206e928357d14c4574c83de71,62632.46120647709,833
0x5c4003c0f337b406ee693378df215f8a5d571ce4,62530.7308310567,1603
0xad5cd72d56e28ac047e4e0e06a56a320f8e251a0,60812.1698921334,443
0xcc1deb828b1baddd45dbb75ceab110b0d57a2666,60448.09495300137,3426
0x91000060399502550000007bbfba0052f47b008a,60236.710136223395,3670
0xf0c0d2d0d6a5e6da997e35a8121ee6217897a2aa,59834.5165714033,1233
0x507888e987257a8dde6f8afa46375cefe2cbf504,58087.627510536055,2309
0x42c476fd3b217555a467f1b76eb7f53c1d54dfd0,57741.96955734474,31
0xafcdbe3742785872b71b81d624575db9daf26014,57169.60668202117,2485
0xff2fbc735d33ae830f056107f1b551783ec4ed5b,56382.66309786485,1141
0x09ccaa9943e5fbe223e41cb50cb60262ff4973a1,55053.94616086793,259
0xd718cf7dff06b7952b65ad5f9d746303ad579e4e,54878.53303958198,69
0x976b13d31c6e3f471251f04546ce31a258a90058,54445.60617727248,444
0x04eb85ad427e7e6b3ffb67e049872210fd3fbae9,52199.71037078524,461
0x13291e017165205e2b8675582866ab042654f911,51119.24662817253,636
0xf1900c869b99b69aa11d4742c4e88e61e1194efb,51011.17639735668,136
0xdef1c0ded9bec7f1a1670819833240f027b25eff,50285.177445171925,482
0x313e1e91a38615d163a42fc4d6035fbdf5066a99,49566.7554492728,5016
0x74df02e8d6337ffbe22b72653489675c55536c3a,48864.421802203346,294
0x724430950c98a3d67540e9cfa8be0809f4833e13,48670.94879765098,4298
0x7615559cbaab91b353a8a61c8ce75f48ba907c64,46704.192598148344,1
0xef283fab0c184d307b7e902f065124893d244906,46241.78097880089,598
0xe07025d4ce7881b7f50d4d6b954e43590dcb1092,45984.49618434442,4744
0x4f07c8c22f30c903dc255116ddafed2c79012348,45487.47542172645,216
0x000000000000951f50b2b29e7afd3942951b7911,45409.95413024109,1489
0x2204b8bd8c62c632df16af1475554d07e75769f0,45313.140893366435,808
0x9e372c76698f54f769637277650d5b9f998e0e43,45244.36322528171,165
0x31b7e144b2cf261a015004bee9c84a98263e2f66,45134.38519102042,60
0xc42a4006b9609e17f4ad4f47a1aafb86b2dda124,44996.38430259639,299
0x694a24399ba7ae81dc3863aa702d2034674fb811,43573.483227128134,300
0xd97e251414121eca81c40f50af714896bf10dd8c,42270.328270739126,534
0x3d71d79c224998e608d03c5ec9b405e7a38505f0,41711.15543186443,2385
0x61ff36fb3f38e59c92b50527b582f8cbfa88a029,41319.87201294397,173
0x1c2b9f9e1d700538a48cde4a24862e082c11ac93,40289.6539197629,95
0x0c41c6a68b12db91e3c0948faa8c03c88005ead9,39211.11776113912,6
0x000000799cd54a82b54e8597f099b0183b301584,38419.86316758548,716
0x4e88662741eb3c7af27e9f30598216a2df4f44fa,37122.71001402094,11376
0x44ccdcd59984848a749e9f999b08f2b68153e123,36713.47484677211,26
0x70a023a29ab474feb42795fa4786e8dec8fe2394,36681.11351141836,478
0xbdb40d6f94616d18241946bc814ef6366fd9d63b,36432.80085526352,69
0xe8c060f8052e07423f71d445277c61ac5138a2e5,36046.45103997971,3626
0x0000000000cbba74c365869ae50225f5596ad59c,35901.684837246954,3078
0xbdb13c02887687a2a733cb50c70172f73ef2113e,35759.83364607516,416
0x00000000000e1d0dabf7b7c7b68866fc940d0db8,35757.721085015226,1901
0xd5791e1b4f918421339186ab42798077590f9c9e,35019.19184113789,1487
0x000000008231e048afe40f811ee842fec156420c,34837.487755175374,2405
0x3af4ea5614f21e23b2398a62e1e20fe3d8b2fb7f,33857.046172808215,127
0xf97b96d0749001d65c09e21a86a2ac156be704d0,33729.77719441581,188
0xb95b37ae22ced60aa1207c15283f132cf419bc6e,33488.950404506766,269
0xc403f7ffa817abb1567c7fb0920a0b7c91c06b19,33213.469900178345,812
0xf693e516f038ebe7b4f34fac38ff8d04e418cbf9,32633.211217345564,108
0xf9459156401e8b81fbf5d34dada2b4f7f63d141e,31724.960006832327,52
0x8018280076d7fa2caa1147e441352e8a89e1ddbe,31090.0970086,739
0x7da08ac2740268f36634c2579739be26a1235958,31058.069476680037,4180
0xa6405420e2fb7106f6f70fa2afcf4858f960fea6,30761.473473692527,2041
0x3765521db364ee269e9540970fd21e5a3e825699,30677.411690793288,9157
0xeeafeb77e47d31b957a55461b212dee328fc316d,30365.849270019655,842
0x164131dab41e9655319a47829e407c42264d052f,30040.495681712375,355
0x00c409001c1900ddcda20000008e112417db003b,29800.24836593844,4064
0x0119ced3d1324d9e80b6a3d93ac7afd1bab2564b,29531.941562730146,380
0x00000000000fdfb1704ec0b1521e8184727525d1,29250.66453204668,1
0x8baf2f0de4393f563ce096be4fe93926f11342c8,29196.831553491887,1779
0x6d56ab65f24b7ef46c3c2c35f44c1131cbec94f1,28097.267736022295,353
0x74d8353a2ce55b41828075f406b0e42001bcd00b,27977.180469741426,1054
0x000000000000d736bd9b915d8fe98e9c507df85a,27928.434218513023,833
0x4fce027bc57d7530b84527f4848983cece4df15e,27272.59159047778,4095
0x2a65f0af2c8e84ed46e7375eca025fb1dc435ea3,27197.358568044503,6
0x9efc27ce90a43a79b021f6addf04cee9af4184e1,26772.643133660134,53
0x0e98e407bc88637e257b91c8865e60363bd3ac4c,26755.776832544125,25
0x16e31d39d95d755aba1c28675dc788ca6d34097c,26654.977290913164,1026
0x3897f792662b6d708f94a3025c02373327c5765e,26517.07123360136,2170
0x4edbffd8e728875483c6b98593d4164c790c97b4,26507.53970030657,375
0xa125a0e135851ec6c92d6374a0256601fdc396e2,26456.03886296192,24
0x0000e0ca771e21bd00057f54a68c30d400000000,26306.04847238389,2284
0xd736ebda454cbeb64db68b88579c4073b619efdd,25422.676136040423,1318
0xadf8aac64524c4a74e31a7a55a6d490898f3e07e,25337.92182352219,865
0xb4990d3044641456a2509ed0bd709f1176a6a7af,24680.71943025292,923
0x0dfd457c3567738b929ebf2cc5bd85273fcda3d3,24632.977780905683,3431
0xa76adc7800044ed8f88be8c883caca6a86d76d53,24219.59792014226,66
0x1d5ddce45843e57bca60623378ee317eb5eb1188,24040.249651965205,4603
0x4dcd665c45fec8e23b71baf1d96fc73287eb244a,22719.801120036922,2904
0x814facc0ecf901d4212c33e5bfe48e72d3f727ca,22507.169926143557,5
0xfea39ba237fa5839ef18a83241c11761d08299e7,22126.73112471882,504
0x0000000000e4cc48a5427ca0b9ed03b5bc501c97,22083.21418302773,7059
0x68a3f74c58fcce5dab312b2dfcceaffcca953057,21797.411638088015,4218
0x8e0f94fd521d54db4b438e6264e5d31c5c776a79,21722.49865249299,145
0x2beef63f724c9c6e60d52fedac505c20c6f09267,21708.17875521692,363
0x6142e009571567e8abb63c46e73fff3905d6aeaa,21344.895414021743,1593
0x43da9e83c61d2836a1a8641e0a8bf64585f12d19,21115.556967638713,818
0x42007a96b1f88c00b342001751053dae0026a181,21110.621626050768,900
0xd8c07491caa1edf960db3ceff387426d53942ea0,20708.990130305338,764
0x31c9f3f886da72fcf8a0f8d5090a6100579de79c,20135.094005669667,636
0x000000000035b5e5ad9019092c665357240f594e,19866.386693694163,8793
0x2b464491eb5fcafd3838fb9d9951602948c39c81,19731.961920198923,78
0xa75af537fb853bb432f6a51d47d70e349fffc6ba,19422.364232009364,11660
0xf1eb80792965ecece8edc224750c1bee0316b144,19371.83720563076,20
0xf9cf92c1a621b4fead251918c17e1e3f15d140df,19116.03895080567,217
0x97b93bcfe80f3981f8a8925809a771405d7dee86,19075.947042121876,7043
0x60572cdf902a94460b9cc97b15396e8d4f8b2b27,18965.609372141284,234
0x7db30ec51c7590e19cc184649dab932ea9528938,18923.433342657543,116
0x90a42c675ac61de6971b030b4d5afd532223d7ae,18596.764432420292,204
0xc3deef3eee9c1101f33332673035920b12f91ef4,18574.96823772859,8
0x05e079968da688edaa67250d71e133b33a23dda4,18430.432674069656,223
0x6fb4290d7c98ce4a64cda5399b972f820b7576ac,18315.915033544887,180
0x4199d3649e22df9dfa7a0559dfcce3eefa06fe30,18242.40868929407,1461
0xaea10155bb4e69395992ff684db7050f3412fe98,18180.13643759895,208
0x000000fa1614895165bfb445ba1aa9bca2843ba1,17895.09741208874,1338
0xb08f0ab4c3e5d57366114cfd464008b5ce425d1c,17736.91043997699,17
0x1208ba1c740ff415e0fb6b071633999151a91854,17610.538361154133,319
0xb307f7699a0501532bdd26cbd99eb3ab7b2b5067,17588.42876806704,182
0x7d4ce39b4182d46ae1084615082382c685d89a93,17484.75003495399,1081
0x480ea104ff7063ed0af41c98d8ef2457afe2a41c,17474.489586563966,131
0x0c933190e10aaea33b9ff9a24f10592990e09c36,17393.216642360396,367
0x5593c595351e6ff2ded9061967c7f65da5309f4c,17381.531485651412,157
0x546dd88e3b9b1176364d0946af9608e2dfd9fce9,17285.87995498713,29
0xbb739d9db62bdd73efdf58135b7a79e41ba789f3,17081.163976555723,7352
0x73df7a680524500d30c42ab49275eb9c06bff7a0,16832.10223713293,673
0xa88157429f300dc5e796151ba91cd53b8e64e913,16669.1498179002,15
0xf0e7250fd322f196be2e783edeb74fff560e9faf,16596.999599761803,2207
0x89bd2afd044bb59eb0d436fa502ef732cf3e4c68,16161.027592702409,28
0x1cecb089571e3b907710c6a6b50827c1eddffe48,16090.177084596075,1
0x00000000004b97cf0bdb733a5448e5d49f14aab9,16056.00513475131,1914
0x731ea79a1b2b90683507da2aab498bd8ff8f7ff1,15384.224525274236,5934
0x3d7d6279ccc5e4dc0a9f0ba089972f4697a70516,15300.679730624834,594
0xe0ea0ac3c4bc6ee84533b743394b7c92a1bdc982,15163.363248162912,331
0xe4000004000bd8006e00720000d27d1fa000d43e,15130.686799399213,2629
0x47e3e5f923b388e15d8f8b5890e658a6830b16a2,15041.982469777358,9765
0x8e670b4d6651c4051e65b21aa4a575f3f99b8b83,14790.999704080883,2086
0x000000000a5c567c16c1243f7ac03c9b9b0fc3ff,14520.228036622028,356
0x2ee3a62a868396a2380940c4de3157a109210723,14469.443307256279,1723
0x6fc6750e32247565c806073118268a508b38cc77,13883.602283942844,733
0xccecacc8b7168881692a78abe6f65b282f118f63,13839.589929068705,213
0x294e453c3f5758e562aa13c76ec376c70c0bdbad,13618.66206582919,2426
0x2a3082ed7ae7ae0ac412f67ce9b901db4a608b8b,13142.435809050807,260
0x32cfc0b8adcd0a826f2d139f190698a53e361c12,13086.732249626091,2094
0x00000000000080c886232e9b7ebbfb942b5987aa,13044.93466022476,982
0x28ccb1212091f13ca882c9777d2eb178e4d7707f,12988.126821950898,1864
0xa157bf6ae11eed1309a2d4d0c6ac76e15aa66426,12963.099203141679,159
0x686274d0e0724295d55ced631ad39c947b4dffce,12954.567898856738,3481
0x81aa9f6ea4fdccbcadde8a9f77b46bbd70f30b8d,12847.229415257607,271
0x7404c78fc91908ee47b349224ed7715dfa40c4ba,12803.956304399822,6257
0x91665c0ad260d663ed27c77090a9597d612188b5,12797.782877833717,156
0xeeaa83b2d581a3a790774d4dae7bf354fffe3376,12756.612216486143,139
0x8788a7cfd63cf06d0d7716c6a66f54b58248c896,12691.512183959641,73
0x1f000000198fe47ce3183600ff000041111b619d,12558.38034744828,365
0x45716d9eddbc332df1d42b9f540fbebed671b20f,12383.120419187047,5694
0x5d2d8ca2992a4511d81718a0da351e1895dd5547,12362.914014205584,122
0xfdad1c0b9ca90100d6c0d2e2f3ff9d1e1b80443e,12218.35769386167,224
0xf5234492bf7b3c2d1feb34c48b0e47830086b5b1,12144.535871895823,858
0x0000000000b92ac90d898eba87fa5f2483f32234,12129.539423371716,1637
0xae0a5b27b82f7239364e05a3373162fb30910afa,12116.284024388331,299
0xa924a4d2ed2accad3b51a536a50fa5c37dd4cae0,11864.316613410876,106
0xb1620722ce06d38926ea96ad3357a25d872f802b,11743.206716178545,92
0xdf3f2693f7a571b041428ec0480ccbd5fdd6dc0b,11716.13885220968,257
0x445f0381482017043dc84c6f6b265abf4c20dcc1,11710.423746905028,68
0xa3c87c9f09a2da2ab145262c25f381cb0e4051e4,11656.34655560381,50
0x015efe8900fc4237029d273127eeadbe6de34999,11510.717496230516,699
0x83a30b9c73de15560aa02a18964c45ad7a41d88e,11346.520114920315,51
0x00010033a85db632570dcce90d00008f000072f7,11221.452047790943,262
0x000000008a37cdf21f8f1483878b7e49e758d3c0,11056.786009270963,673
0xca004470cc29574390217cc9dfd37919b4dc4681,11015.631416795462,3275
0xda6b46dfc91bcc55c8ae0da6431554e5b4ca48fa,10999.37401143719,1688
0xb601a9d7a9d9b74c57aaf26b8da382b76ee6bd77,10951.384749051227,1384
0x0000000000c8f87e0d5109d6140e4479b0e999b6,10816.682181541222,221
0xb046956f89ee82e3bbab40aff0083972b0e66b58,10747.777161237125,4
